Date,Donation Source,State,Quantity Received (kg),Quantity Delivered (kg),No. of People Served,Shelter Name
2025-03-12,Corporate Office,Uttarakhand,310.55,300.73,264,"Devbhumi Shelter, Dehradun"
2025-03-12,Marriage Hall,Jammu & Kashmir,244.43,236.42,264,"Banihal Relief Home, Banihal"
2025-03-12,Community Center,Himachal Pradesh,237.71,232.67,265,"Dalhousie Relief Home, Dalhousie"
2025-03-12,City Restaurant,Uttar Pradesh,261.97,250.01,267,"Agra Relief Center, Agra"
2025-03-12,Food Corner,Delhi,250.35,240.44,270,"Snehi Niwas, Dwarka"
2025-03-12,Student Mess,Jammu & Kashmir,327.71,313.84,281,"Banihal Relief Home, Banihal"
2025-03-13,Community Center,Uttar Pradesh,226.04,219.4,258,"Shanti Niwas, Lucknow"
2025-03-13,Local Bakery,Rajasthan,303.27,295.76,261,"Aravalli Niwas, Ajmer"
2025-03-13,NGO Kitchen,Punjab,302.36,288.29,267,"Nanak Niwas, Bathinda"
2025-03-13,Corporate Office,Rajasthan,282.23,269.76,280,"Bikaner Shelter Trust, Bikaner"
2025-03-13,Marriage Hall,Jammu & Kashmir,248.62,241.01,283,"Banihal Relief Home, Banihal"
2025-03-13,Hotel Plaza,Delhi,262.98,253.62,284,"Aasra Shelter Home, Paharganj"
2025-03-14,Hotel Plaza,Jammu & Kashmir,271.04,260.16,263,"Jhelum Seva Sadan, Jammu"
2025-03-14,Student Mess,Haryana,311.45,300.22,265,"Sahara Bhawan, Karnal"
2025-03-14,Community Center,Jammu & Kashmir,240.96,232.7,272,"Jhelum Seva Sadan, Jammu"
2025-03-15,Student Mess,Himachal Pradesh,285.72,274.67,262,"Dharamsala Shelter, Dharamsala"
2025-03-15,Campus Canteen,Uttarakhand,247.83,240.3,263,"Shivalik Aasra, Rishikesh"
2025-03-15,Community Center,Uttarakhand,240.95,233.18,263,"Uttarakhand Seva Kendra, Nainital"
2025-03-15,Corporate Office,Uttarakhand,292.32,285.47,273,"Mandakini Ashram, Rudraprayag"
2025-03-15,City Restaurant,Uttarakhand,301.69,287.41,275,"Uttarakhand Seva Kendra, Nainital"
2025-03-15,Hotel Plaza,Punjab,273.44,261.87,283,"Vatsal Niwas, Jalandhar"
2025-03-15,Food Corner,Jammu & Kashmir,275.68,268.99,284,"Jhelum Seva Sadan, Jammu"
2025-03-16,Community Center,Jammu & Kashmir,279.46,270.43,263,"Banihal Relief Home, Banihal"
2025-03-16,Hotel Plaza,Himachal Pradesh,326.24,311.4,271,"Dharamsala Shelter, Dharamsala"
2025-03-16,Campus Canteen,Himachal Pradesh,275.52,263.79,271,"Dalhousie Relief Home, Dalhousie"
2025-03-16,Local Bakery,Uttar Pradesh,247.16,242.22,274,"Vrindavan Aasra, Mathura"
2025-03-16,Corporate Office,Uttarakhand,255.58,244.18,275,"Shivalik Aasra, Rishikesh"
2025-03-16,Marriage Hall,Haryana,309.77,303.28,286,"Sukoon Sadan, Hisar"
2025-03-16,City Restaurant,Jammu & Kashmir,265.02,258.84,286,"Chenab Niwas, Udhampur"
2025-03-17,Corporate Office,Himachal Pradesh,287.06,276.83,267,"Manali Niwas, Manali"
2025-03-17,NGO Kitchen,Rajasthan,308.94,297.03,272,"Thar Seva Sadan, Jodhpur"
2025-03-17,Campus Canteen,Punjab,246.22,237.76,277,"Khalsa Ashram, Ludhiana"
2025-03-17,Student Mess,Uttarakhand,334.21,318.65,289,"Shivalik Aasra, Rishikesh"
2025-03-18,NGO Kitchen,Punjab,312.22,301.14,278,"Nanak Niwas, Bathinda"
2025-03-18,City Restaurant,Uttar Pradesh,305.91,299.78,285,"Prayag Seva Sadan, Prayagraj"
2025-03-18,Hotel Plaza,Himachal Pradesh,297.42,286.51,288,"Kullu Seva Kendra, Kullu"
2025-03-19,Campus Canteen,Himachal Pradesh,285.9,279.63,262,"Dalhousie Relief Home, Dalhousie"
2025-03-19,Hotel Plaza,Rajasthan,299.17,286.01,262,"Mewar Ashram, Udaipur"
2025-03-19,Food Corner,Uttar Pradesh,292.13,278.73,268,"Shanti Niwas, Lucknow"
2025-03-19,Corporate Office,Jammu & Kashmir,293.94,283.37,284,"Banihal Relief Home, Banihal"
2025-03-20,City Restaurant,Rajasthan,272.64,259.79,268,"Mewar Ashram, Udaipur"
2025-03-20,Local Bakery,Uttarakhand,292.78,280.54,273,"Uttarakhand Seva Kendra, Nainital"
2025-03-20,NGO Kitchen,Delhi,256.75,245.64,273,"Dil Se Sewa Kendra, Rohini"
2025-03-20,Hotel Plaza,Haryana,324.57,313.34,287,"Sahara Bhawan, Karnal"
2025-03-21,Marriage Hall,Delhi,232.61,223.78,261,"Dil Se Sewa Kendra, Rohini"
2025-03-21,Hotel Plaza,Haryana,262.74,255.05,266,"Sukoon Sadan, Hisar"
2025-03-21,Corporate Office,Uttar Pradesh,307.22,293.23,269,"Ganga Kinara Ashram, Varanasi"
2025-03-21,Campus Canteen,Jammu & Kashmir,253.16,246.04,277,"Chenab Niwas, Udhampur"
2025-03-21,City Restaurant,Jammu & Kashmir,322.65,308.54,280,"Chenab Niwas, Udhampur"
2025-03-21,Student Mess,Delhi,298.84,288.99,285,"Prem Ashram, Lajpat Nagar"
2025-03-22,Hotel Plaza,Uttar Pradesh,244.5,234.54,262,"Agra Relief Center, Agra"
2025-03-22,Food Corner,Himachal Pradesh,306.75,296.92,278,"Dalhousie Relief Home, Dalhousie"
2025-03-22,City Restaurant,Himachal Pradesh,330.77,318.38,288,"Kullu Seva Kendra, Kullu"
2025-03-22,Corporate Office,Jammu & Kashmir,344.5,330.46,288,"Pahalgam Aasra, Pahalgam"
2025-03-22,Marriage Hall,Jammu & Kashmir,329.09,320.47,289,"Dal Kinara Shelter, Srinagar"
2025-03-23,Campus Canteen,Rajasthan,308.26,294.15,271,"Mewar Ashram, Udaipur"
2025-03-23,Corporate Office,Rajasthan,289.71,281.64,273,"Rajwada Relief Home, Jaipur"
2025-03-23,Community Center,Haryana,328.1,315.79,275,"Sukoon Sadan, Hisar"
2025-03-24,Marriage Hall,Jammu & Kashmir,258.54,247.27,267,"Banihal Relief Home, Banihal"
2025-03-24,Local Bakery,Punjab,287.54,278.63,272,"Vatsal Niwas, Jalandhar"
2025-03-24,City Restaurant,Uttarakhand,269.3,259.15,275,"Uttarakhand Seva Kendra, Nainital"
2025-03-24,Hotel Plaza,Haryana,301.15,292.72,283,"Priya Niwas, Faridabad"
2025-03-24,Food Corner,Uttarakhand,325.1,316.06,287,"Pahadi Niwas, Haridwar"
2025-03-25,NGO Kitchen,Punjab,312.87,303.24,269,"Nanak Niwas, Bathinda"
2025-03-25,Local Bakery,Uttarakhand,263.85,253.61,290,"Shivalik Aasra, Rishikesh"
2025-03-25,Hotel Plaza,Uttar Pradesh,327.69,316.61,294,"Vrindavan Aasra, Mathura"
2025-03-26,Hotel Plaza,Haryana,273.41,263.37,268,"Sukoon Sadan, Hisar"
2025-03-26,Marriage Hall,Himachal Pradesh,251.52,239.85,270,"Kullu Seva Kendra, Kullu"
2025-03-26,Campus Canteen,Haryana,247.74,236.39,274,"Aanchal Shelter, Gurugram"
2025-03-26,Community Center,Rajasthan,298.89,291.29,276,"Bikaner Shelter Trust, Bikaner"
2025-03-26,Food Corner,Delhi,332.78,318.24,289,"Umeed Ghar, Saket"
2025-03-26,City Restaurant,Uttarakhand,332.97,325.04,290,"Pahadi Niwas, Haridwar"
2025-03-26,NGO Kitchen,Jammu & Kashmir,283.49,275.79,291,"Jhelum Seva Sadan, Jammu"
2025-03-27,Hotel Plaza,Himachal Pradesh,322.47,308.87,274,"Himalayan Aasra, Shimla"
2025-03-27,Marriage Hall,Uttar Pradesh,279.87,270.77,274,"Vrindavan Aasra, Mathura"
2025-03-27,City Restaurant,Haryana,261.52,251.36,283,"Priya Niwas, Faridabad"
2025-03-27,Corporate Office,Punjab,322.81,313.99,287,"Khalsa Ashram, Ludhiana"
2025-03-27,Community Center,Uttar Pradesh,268.62,261.92,295,"Ganga Kinara Ashram, Varanasi"
2025-03-28,Campus Canteen,Uttarakhand,297.93,283.82,272,"Devbhumi Shelter, Dehradun"
2025-03-28,NGO Kitchen,Uttarakhand,285.95,274.92,275,"Uttarakhand Seva Kendra, Nainital"
2025-03-28,Food Corner,Rajasthan,275.28,265.92,283,"Mewar Ashram, Udaipur"
2025-03-28,Student Mess,Rajasthan,278.4,270.41,286,"Aravalli Niwas, Ajmer"
2025-03-28,Hotel Plaza,Haryana,340.26,329.89,295,"Aanchal Shelter, Gurugram"
2025-03-28,City Restaurant,Uttar Pradesh,284.8,277.2,296,"Shanti Niwas, Lucknow"
2025-03-29,Corporate Office,Himachal Pradesh,234.24,228.04,267,"Himalayan Aasra, Shimla"
2025-03-29,Community Center,Himachal Pradesh,314.2,300.57,269,"Dharamsala Shelter, Dharamsala"
2025-03-29,Hotel Plaza,Himachal Pradesh,272.73,264.16,279,"Kullu Seva Kendra, Kullu"
2025-03-29,Marriage Hall,Haryana,294.45,283.55,279,"Mamta Ashram, Rohtak"
2025-03-29,Student Mess,Himachal Pradesh,272.96,263.87,295,"Manali Niwas, Manali"
2025-03-30,Corporate Office,Uttarakhand,310.98,299.71,268,"Uttarakhand Seva Kendra, Nainital"
2025-03-30,NGO Kitchen,Uttar Pradesh,308.05,298.82,273,"Shanti Niwas, Lucknow"
2025-03-30,Hotel Plaza,Haryana,252.22,243.98,278,"Sukoon Sadan, Hisar"
2025-03-30,Food Corner,Rajasthan,317.95,306.09,279,"Mewar Ashram, Udaipur"
2025-03-31,Student Mess,Punjab,328.4,315.33,275,"Vatsal Niwas, Jalandhar"
2025-03-31,Local Bakery,Delhi,279.35,266.4,276,"Aasra Shelter Home, Paharganj"
2025-03-31,City Restaurant,Jammu & Kashmir,325.91,313.5,280,"Dal Kinara Shelter, Srinagar"
2025-03-31,Food Corner,Himachal Pradesh,321.56,309.51,283,"Dharamsala Shelter, Dharamsala"
2025-03-31,NGO Kitchen,Uttar Pradesh,308.97,298.17,284,"Shanti Niwas, Lucknow"
2025-03-31,Community Center,Himachal Pradesh,304.25,297.67,293,"Dharamsala Shelter, Dharamsala"
2025-04-01,City Restaurant,Haryana,271.98,260.11,269,"Aanchal Shelter, Gurugram"
2025-04-01,NGO Kitchen,Delhi,252.91,244.81,280,"Snehi Niwas, Dwarka"
2025-04-01,Hotel Plaza,Punjab,266.02,259.4,291,"Sewa Bhawan, Patiala"
2025-04-01,Community Center,Punjab,307.27,293.23,295,"Khalsa Ashram, Ludhiana"
2025-04-01,Marriage Hall,Delhi,283.52,273.48,298,"Aasra Shelter Home, Paharganj"
2025-04-02,NGO Kitchen,Haryana,307.27,297.81,271,"Mamta Ashram, Rohtak"
2025-04-02,Student Mess,Rajasthan,272.5,266.17,274,"Aravalli Niwas, Ajmer"
2025-04-02,Marriage Hall,Jammu & Kashmir,335.06,324.62,284,"Jhelum Seva Sadan, Jammu"
2025-04-02,Corporate Office,Punjab,262.67,251.5,287,"Vatsal Niwas, Jalandhar"
2025-04-02,Food Corner,Jammu & Kashmir,264.64,259.18,298,"Dal Kinara Shelter, Srinagar"
2025-04-03,Corporate Office,Delhi,281.78,269.09,271,"Aasra Shelter Home, Paharganj"
2025-04-03,Campus Canteen,Himachal Pradesh,318.3,307.28,275,"Dalhousie Relief Home, Dalhousie"
2025-04-03,Community Center,Jammu & Kashmir,268.91,262.04,277,"Chenab Niwas, Udhampur"
2025-04-03,City Restaurant,Haryana,285.94,274.98,278,"Sahara Bhawan, Karnal"
2025-04-03,Hotel Plaza,Uttar Pradesh,306.12,296.02,297,"Ganga Kinara Ashram, Varanasi"
2025-04-03,Food Corner,Punjab,296.46,283.65,300,"Vatsal Niwas, Jalandhar"
2025-04-04,Local Bakery,Uttar Pradesh,299.77,291.86,284,"Prayag Seva Sadan, Prayagraj"
2025-04-04,Community Center,Uttar Pradesh,339.68,329.04,297,"Agra Relief Center, Agra"
2025-04-04,Marriage Hall,Delhi,329.72,316.46,299,"Umeed Ghar, Saket"
2025-04-05,Marriage Hall,Jammu & Kashmir,269.18,262.88,274,"Chenab Niwas, Udhampur"
2025-04-05,Corporate Office,Delhi,249.25,242.73,274,"Prem Ashram, Lajpat Nagar"
2025-04-05,Food Corner,Uttarakhand,259.33,254.0,274,"Pahadi Niwas, Haridwar"
2025-04-05,Community Center,Himachal Pradesh,309.95,296.32,290,"Dharamsala Shelter, Dharamsala"
2025-04-05,NGO Kitchen,Jammu & Kashmir,320.48,306.6,292,"Banihal Relief Home, Banihal"
2025-04-05,Local Bakery,Uttarakhand,332.22,319.32,298,"Shivalik Aasra, Rishikesh"
2025-04-06,Food Corner,Rajasthan,274.22,267.91,274,"Thar Seva Sadan, Jodhpur"
2025-04-06,Campus Canteen,Delhi,329.16,314.27,288,"Aasra Shelter Home, Paharganj"
2025-04-06,Hotel Plaza,Uttarakhand,354.51,341.08,297,"Shivalik Aasra, Rishikesh"
2025-04-07,Marriage Hall,Rajasthan,319.51,305.72,282,"Thar Seva Sadan, Jodhpur"
2025-04-07,Local Bakery,Himachal Pradesh,258.84,251.91,287,"Manali Niwas, Manali"
2025-04-07,Community Center,Haryana,319.17,308.27,293,"Sukoon Sadan, Hisar"
2025-04-08,Local Bakery,Rajasthan,308.0,296.2,272,"Thar Seva Sadan, Jodhpur"
2025-04-08,City Restaurant,Delhi,274.6,264.77,281,"Aasra Shelter Home, Paharganj"
2025-04-08,Campus Canteen,Punjab,318.59,311.11,288,"Vatsal Niwas, Jalandhar"
2025-04-08,Community Center,Uttarakhand,301.72,292.3,293,"Shivalik Aasra, Rishikesh"
2025-04-08,NGO Kitchen,Himachal Pradesh,282.01,269.49,293,"Dharamsala Shelter, Dharamsala"
2025-04-08,Student Mess,Uttar Pradesh,281.39,272.59,297,"Shanti Niwas, Lucknow"
2025-04-09,Food Corner,Uttarakhand,281.16,271.06,290,"Pahadi Niwas, Haridwar"
2025-04-09,Community Center,Delhi,281.17,272.43,290,"Umeed Ghar, Saket"
2025-04-09,Marriage Hall,Delhi,308.12,299.52,295,"Prem Ashram, Lajpat Nagar"
2025-04-09,Hotel Plaza,Uttarakhand,307.26,301.11,299,"Uttarakhand Seva Kendra, Nainital"
2025-04-10,Hotel Plaza,Uttar Pradesh,324.49,315.37,276,"Vrindavan Aasra, Mathura"
2025-04-10,NGO Kitchen,Uttarakhand,250.52,240.12,276,"Shivalik Aasra, Rishikesh"
2025-04-10,Food Corner,Punjab,327.79,312.32,284,"Guru Nanak Seva Sadan, Amritsar"
2025-04-10,Campus Canteen,Haryana,275.28,266.94,286,"Mamta Ashram, Rohtak"
2025-04-10,City Restaurant,Rajasthan,318.29,310.38,287,"Rajwada Relief Home, Jaipur"
2025-04-10,Marriage Hall,Uttar Pradesh,308.98,297.67,300,"Shanti Niwas, Lucknow"
2025-04-10,Community Center,Rajasthan,325.07,314.72,301,"Thar Seva Sadan, Jodhpur"
2025-04-11,Marriage Hall,Rajasthan,294.96,281.95,280,"Aravalli Niwas, Ajmer"
2025-04-11,Food Corner,Rajasthan,334.32,321.98,285,"Mewar Ashram, Udaipur"
2025-04-11,Campus Canteen,Punjab,264.04,253.28,293,"Khalsa Ashram, Ludhiana"
2025-04-11,Corporate Office,Jammu & Kashmir,291.96,283.49,302,"Dal Kinara Shelter, Srinagar"
2025-04-11,Student Mess,Delhi,287.08,281.32,302,"Dil Se Sewa Kendra, Rohini"
2025-04-12,NGO Kitchen,Uttar Pradesh,289.64,282.1,274,"Agra Relief Center, Agra"
2025-04-12,Local Bakery,Himachal Pradesh,302.12,292.85,280,"Kullu Seva Kendra, Kullu"
2025-04-12,Student Mess,Rajasthan,284.52,275.41,284,"Aravalli Niwas, Ajmer"
2025-04-12,Campus Canteen,Uttarakhand,267.4,258.99,289,"Shivalik Aasra, Rishikesh"
2025-04-12,City Restaurant,Haryana,344.37,330.36,289,"Sukoon Sadan, Hisar"
2025-04-12,Food Corner,Rajasthan,303.71,296.94,293,"Mewar Ashram, Udaipur"
2025-04-13,Local Bakery,Punjab,328.29,318.26,277,"Nanak Niwas, Bathinda"
2025-04-13,NGO Kitchen,Uttarakhand,309.79,299.47,277,"Mandakini Ashram, Rudraprayag"
2025-04-13,City Restaurant,Rajasthan,262.83,253.85,285,"Rajwada Relief Home, Jaipur"
2025-04-13,Marriage Hall,Rajasthan,321.19,306.38,289,"Mewar Ashram, Udaipur"
2025-04-13,Corporate Office,Punjab,268.12,259.1,297,"Vatsal Niwas, Jalandhar"
2025-04-13,Community Center,Delhi,347.82,335.43,300,"Snehi Niwas, Dwarka"
2025-04-13,Food Corner,Uttar Pradesh,350.83,336.7,300,"Ganga Kinara Ashram, Varanasi"
2025-04-14,Community Center,Haryana,304.0,297.38,278,"Aanchal Shelter, Gurugram"
2025-04-14,Marriage Hall,Haryana,330.1,315.96,279,"Mamta Ashram, Rohtak"
2025-04-14,Corporate Office,Punjab,302.92,294.6,292,"Vatsal Niwas, Jalandhar"
2025-04-14,Student Mess,Uttarakhand,299.9,289.16,304,"Pahadi Niwas, Haridwar"
2025-04-15,Local Bakery,Punjab,325.89,311.29,283,"Sewa Bhawan, Patiala"
2025-04-15,Corporate Office,Rajasthan,336.86,325.63,285,"Bikaner Shelter Trust, Bikaner"
2025-04-15,Community Center,Rajasthan,338.03,324.64,288,"Mewar Ashram, Udaipur"
2025-04-15,NGO Kitchen,Rajasthan,287.35,273.8,291,"Rajwada Relief Home, Jaipur"
2025-04-15,Student Mess,Himachal Pradesh,351.75,340.85,299,"Dalhousie Relief Home, Dalhousie"
2025-04-16,Marriage Hall,Haryana,311.15,302.16,287,"Sukoon Sadan, Hisar"
2025-04-16,Student Mess,Himachal Pradesh,291.0,278.88,296,"Dharamsala Shelter, Dharamsala"
2025-04-16,Community Center,Haryana,327.0,316.72,305,"Priya Niwas, Faridabad"
2025-04-16,Hotel Plaza,Jammu & Kashmir,355.5,344.4,305,"Jhelum Seva Sadan, Jammu"
2025-04-17,Hotel Plaza,Punjab,278.59,267.16,278,"Khalsa Ashram, Ludhiana"
2025-04-17,Corporate Office,Jammu & Kashmir,323.07,316.32,291,"Banihal Relief Home, Banihal"
2025-04-17,NGO Kitchen,Punjab,306.6,296.42,292,"Khalsa Ashram, Ludhiana"
2025-04-17,Food Corner,Rajasthan,289.0,280.78,297,"Aravalli Niwas, Ajmer"
2025-04-18,Student Mess,Rajasthan,289.45,277.21,280,"Bikaner Shelter Trust, Bikaner"
2025-04-18,Local Bakery,Delhi,286.84,274.66,288,"Dil Se Sewa Kendra, Rohini"
2025-04-18,Campus Canteen,Himachal Pradesh,314.96,306.15,299,"Manali Niwas, Manali"
2025-04-18,NGO Kitchen,Delhi,340.33,332.8,304,"Umeed Ghar, Saket"
2025-04-19,Corporate Office,Punjab,260.12,251.82,290,"Sewa Bhawan, Patiala"
2025-04-19,City Restaurant,Himachal Pradesh,266.96,256.67,294,"Dharamsala Shelter, Dharamsala"
2025-04-19,NGO Kitchen,Delhi,349.87,338.56,299,"Snehi Niwas, Dwarka"
2025-04-19,Food Corner,Punjab,314.14,301.94,302,"Khalsa Ashram, Ludhiana"
2025-04-19,Hotel Plaza,Uttar Pradesh,280.19,269.86,306,"Vrindavan Aasra, Mathura"
2025-04-19,Marriage Hall,Himachal Pradesh,283.15,271.46,307,"Himalayan Aasra, Shimla"
2025-04-19,Community Center,Jammu & Kashmir,288.77,277.14,308,"Chenab Niwas, Udhampur"
2025-04-20,Marriage Hall,Haryana,332.95,325.39,284,"Mamta Ashram, Rohtak"
2025-04-20,Campus Canteen,Uttarakhand,301.18,294.95,285,"Mandakini Ashram, Rudraprayag"
2025-04-20,NGO Kitchen,Uttarakhand,336.9,325.76,293,"Shivalik Aasra, Rishikesh"
2025-04-20,Student Mess,Punjab,301.16,289.77,294,"Guru Nanak Seva Sadan, Amritsar"
2025-04-20,Community Center,Rajasthan,324.42,309.22,299,"Bikaner Shelter Trust, Bikaner"
2025-04-20,Food Corner,Delhi,268.73,260.12,306,"Aasra Shelter Home, Paharganj"
2025-04-21,Marriage Hall,Uttar Pradesh,255.98,250.26,281,"Ganga Kinara Ashram, Varanasi"
2025-04-21,Hotel Plaza,Uttarakhand,281.18,274.81,282,"Mandakini Ashram, Rudraprayag"
2025-04-21,Corporate Office,Uttarakhand,291.13,280.2,284,"Mandakini Ashram, Rudraprayag"
2025-04-21,Campus Canteen,Rajasthan,302.87,294.2,298,"Thar Seva Sadan, Jodhpur"
2025-04-21,Community Center,Uttarakhand,303.27,294.6,304,"Mandakini Ashram, Rudraprayag"
2025-04-21,Local Bakery,Uttar Pradesh,339.87,327.16,306,"Vrindavan Aasra, Mathura"
2025-04-21,NGO Kitchen,Rajasthan,284.6,278.24,306,"Thar Seva Sadan, Jodhpur"
2025-04-22,Local Bakery,Jammu & Kashmir,273.52,265.62,286,"Jhelum Seva Sadan, Jammu"
2025-04-22,NGO Kitchen,Uttarakhand,311.9,297.24,295,"Shivalik Aasra, Rishikesh"
2025-04-22,Corporate Office,Jammu & Kashmir,290.13,278.48,308,"Chenab Niwas, Udhampur"
2025-04-23,NGO Kitchen,Jammu & Kashmir,254.37,249.11,282,"Banihal Relief Home, Banihal"
2025-04-23,Local Bakery,Rajasthan,272.02,265.8,283,"Rajwada Relief Home, Jaipur"
2025-04-23,Community Center,Rajasthan,276.01,267.83,298,"Thar Seva Sadan, Jodhpur"
2025-04-23,Corporate Office,Punjab,274.99,262.73,305,"Nanak Niwas, Bathinda"
2025-04-23,City Restaurant,Rajasthan,338.21,322.12,306,"Aravalli Niwas, Ajmer"
2025-04-23,Marriage Hall,Jammu & Kashmir,354.57,343.13,309,"Dal Kinara Shelter, Srinagar"
2025-04-24,Campus Canteen,Uttar Pradesh,310.06,303.55,293,"Vrindavan Aasra, Mathura"
2025-04-24,Local Bakery,Delhi,259.38,252.74,293,"Prem Ashram, Lajpat Nagar"
2025-04-24,Hotel Plaza,Uttarakhand,281.35,270.68,296,"Devbhumi Shelter, Dehradun"
2025-04-24,NGO Kitchen,Haryana,291.79,284.85,297,"Mamta Ashram, Rohtak"
2025-04-24,Community Center,Jammu & Kashmir,328.47,316.78,299,"Jhelum Seva Sadan, Jammu"
2025-04-24,Student Mess,Uttar Pradesh,284.6,271.79,309,"Vrindavan Aasra, Mathura"
2025-04-25,Hotel Plaza,Uttarakhand,269.22,256.63,290,"Uttarakhand Seva Kendra, Nainital"
2025-04-25,Food Corner,Himachal Pradesh,289.98,277.84,296,"Manali Niwas, Manali"
2025-04-25,Community Center,Uttar Pradesh,324.57,315.0,299,"Vrindavan Aasra, Mathura"
2025-04-25,Campus Canteen,Delhi,277.1,271.04,303,"Aasra Shelter Home, Paharganj"
2025-04-25,City Restaurant,Delhi,322.12,309.76,307,"Umeed Ghar, Saket"
2025-04-25,Student Mess,Himachal Pradesh,301.44,287.15,310,"Manali Niwas, Manali"
2025-04-25,Corporate Office,Jammu & Kashmir,327.7,319.66,311,"Pahalgam Aasra, Pahalgam"
2025-04-26,City Restaurant,Punjab,273.07,262.37,291,"Guru Nanak Seva Sadan, Amritsar"
2025-04-26,Community Center,Haryana,346.31,331.86,298,"Mamta Ashram, Rohtak"
2025-04-26,Corporate Office,Rajasthan,329.56,315.43,310,"Mewar Ashram, Udaipur"
2025-04-27,NGO Kitchen,Haryana,300.04,292.06,290,"Aanchal Shelter, Gurugram"
2025-04-27,City Restaurant,Jammu & Kashmir,345.6,329.96,297,"Jhelum Seva Sadan, Jammu"
2025-04-27,Hotel Plaza,Himachal Pradesh,302.83,289.4,301,"Dharamsala Shelter, Dharamsala"
2025-04-27,Local Bakery,Uttar Pradesh,329.07,313.4,303,"Ganga Kinara Ashram, Varanasi"
2025-04-28,Student Mess,Himachal Pradesh,282.08,270.48,286,"Himalayan Aasra, Shimla"
2025-04-28,NGO Kitchen,Delhi,304.47,296.22,296,"Prem Ashram, Lajpat Nagar"
2025-04-28,Hotel Plaza,Jammu & Kashmir,291.35,277.62,305,"Pahalgam Aasra, Pahalgam"
2025-04-28,Corporate Office,Jammu & Kashmir,304.56,290.91,308,"Dal Kinara Shelter, Srinagar"
2025-04-28,Marriage Hall,Jammu & Kashmir,320.8,309.18,312,"Chenab Niwas, Udhampur"
2025-04-28,Local Bakery,Jammu & Kashmir,347.37,339.28,312,"Dal Kinara Shelter, Srinagar"
2025-04-29,Community Center,Himachal Pradesh,286.11,274.93,287,"Himalayan Aasra, Shimla"
2025-04-29,Marriage Hall,Rajasthan,283.77,270.75,298,"Aravalli Niwas, Ajmer"
2025-04-29,Local Bakery,Uttarakhand,297.32,286.4,304,"Devbhumi Shelter, Dehradun"
2025-04-29,City Restaurant,Rajasthan,355.92,348.67,310,"Mewar Ashram, Udaipur"
2025-04-30,Hotel Plaza,Haryana,288.69,282.73,292,"Mamta Ashram, Rohtak"
2025-04-30,Corporate Office,Haryana,289.19,283.36,299,"Priya Niwas, Faridabad"
2025-04-30,Marriage Hall,Delhi,324.6,316.06,300,"Snehi Niwas, Dwarka"
2025-04-30,Local Bakery,Uttarakhand,326.13,311.36,302,"Uttarakhand Seva Kendra, Nainital"
2025-04-30,Campus Canteen,Delhi,300.16,293.55,310,"Dil Se Sewa Kendra, Rohini"
2025-04-30,City Restaurant,Uttarakhand,371.12,361.09,315,"Uttarakhand Seva Kendra, Nainital"
2025-05-01,Marriage Hall,Uttar Pradesh,342.49,333.12,290,"Agra Relief Center, Agra"
2025-05-01,Student Mess,Delhi,303.79,294.28,297,"Prem Ashram, Lajpat Nagar"
2025-05-01,Campus Canteen,Rajasthan,305.04,298.9,306,"Aravalli Niwas, Ajmer"
2025-05-01,NGO Kitchen,Jammu & Kashmir,354.01,343.51,315,"Dal Kinara Shelter, Srinagar"
2025-05-02,Hotel Plaza,Punjab,339.17,326.61,292,"Nanak Niwas, Bathinda"
2025-05-02,Corporate Office,Rajasthan,262.79,251.68,295,"Thar Seva Sadan, Jodhpur"
2025-05-02,Marriage Hall,Jammu & Kashmir,281.72,270.21,302,"Pahalgam Aasra, Pahalgam"
2025-05-03,Marriage Hall,Jammu & Kashmir,352.72,342.55,308,"Dal Kinara Shelter, Srinagar"
2025-05-03,City Restaurant,Punjab,348.96,337.68,311,"Khalsa Ashram, Ludhiana"
2025-05-03,Food Corner,Jammu & Kashmir,334.63,325.11,314,"Chenab Niwas, Udhampur"
2025-05-03,Local Bakery,Uttarakhand,312.37,301.96,317,"Uttarakhand Seva Kendra, Nainital"
2025-05-04,Corporate Office,Punjab,290.93,282.75,308,"Nanak Niwas, Bathinda"
2025-05-04,Local Bakery,Rajasthan,326.68,314.18,308,"Thar Seva Sadan, Jodhpur"
2025-05-04,City Restaurant,Uttar Pradesh,275.77,263.85,309,"Shanti Niwas, Lucknow"
2025-05-05,Student Mess,Rajasthan,282.79,276.13,289,"Rajwada Relief Home, Jaipur"
2025-05-05,Food Corner,Rajasthan,264.87,252.88,295,"Rajwada Relief Home, Jaipur"
